label,text
Hypertension,my doctor said my blood pressure is very high and i get headaches daily. it's moderate in intensity. i haven't been sleeping well because of this.
urinary tract infection,I need to urinate constantly but only small amounts come out with burning. It started 3 days ago and hasn't improved.
urinary tract infection,Burning sensation when urinating with frequent urge to go and cloudy urine. I noticed this around 8 days back. it's mild but persistent.
Typhoid,high grade fever with headache lethargy and greenish loose stools. i've been feeling this way for about 12 days.
Bronchial Asthma,Wheezing attacks with rapid breathing and inability to catch my breath. I've been feeling this way for about 2 days. it's moderate in intensity.
Common Cold,I caught a cold with blocked nose coughing and mild headache. the symptoms are worsening daily. I noticed this around 14 days back.
Dengue,i feel terrible with high fever body aches and a flat red rash appearing. this has been going on for 11 weeks now. it comes and goes.
Hypertension,my doctor said my blood pressure is very high and i get headaches daily. it fluctuates throughout the day.
Psoriasis,my nails have become pitted and ridged and i have plaques on my arms. it's moderate in intensity. i've been feeling this way for about 12 days.
Fungal infection,White patches on skin with flaking and itching especially after sweating. This has been going on for 1 weeks now.
Cervical spondylosis,Neck pain and stiffness with pain radiating down to my shoulders and arms. it comes and goes. I haven't been sleeping well because of this.
Chicken pox,fever followed by intensely itchy rash with small blisters all over body. it started 14 days ago and hasn't improved. i'm quite worried about it.
Typhoid,fever that won't go down with poor appetite nausea and abdominal tenderness. i've been more tired than usual. the symptoms are worsening daily. i noticed this around 2 days back.
Psoriasis,i've had persistent skin redness with flaky patches spreading on my scalp. it's getting progressively worse. my appetite has decreased.
Bronchial Asthma,episodes of difficulty breathing with audible wheeze triggered by allergens. it fluctuates throughout the day. this has been going on for 12 weeks now.
allergy,nasal congestion with itchy watery eyes and scratchy throat from pet dander.
Varicose veins,swollen veins on my lower legs with itching and a burning sensation. i've been feeling this way for about 13 days. it's quite severe.
Dengue,fever with intense joint pain nausea vomiting and fatigue. it's quite severe.
drug reaction,Fever and skin rash with joint pain after starting new medicine.
Pneumonia,Persistent cough with rust-colored sputum fever and shortness of breath. it comes and goes.
allergy,Nasal congestion with itchy watery eyes and scratchy throat from pet dander. This has been going on for 6 weeks now.
Cervical spondylosis,neck pain with dizziness and radiating arm pain with numbness. it comes and goes.
Jaundice,progressive yellowing of skin with itching fatigue and poor appetite. it's quite severe. this has been going on for 10 weeks now. i'm quite worried about it.
Hypertension,my doctor said my blood pressure is very high and i get headaches daily. it comes and goes. i had something similar years ago.
Fungal infection,red scaly circular lesions on my arms that spread outward. my family member had similar symptoms.
Fungal infection,My feet have peeling itchy skin between the toes with a bad smell. the symptoms are worsening daily.
Malaria,cyclical fever pattern with intense chills sweating and weakness. it fluctuates throughout the day.
Fungal infection,Itchy moist area in skin folds with reddish discoloration. I've been feeling this way for about 13 days. I had something similar years ago.
Typhoid,week-long fever with coated tongue muscle pain and general malaise. it's getting progressively worse.
Typhoid,prolonged fever with stomach pain diarrhea and loss of appetite. i've been more tired than usual. it comes and goes.
drug reaction,Widespread rash with peeling skin and mouth ulcers from a drug. it's quite severe.
Acne,Frequent breakouts with inflamed pimples and oily skin on my face. I noticed this around 8 days back. it comes and goes.
Hypertension,My doctor said my blood pressure is very high and I get headaches daily. I had something similar years ago. it comes and goes. I've been feeling this way for about 11 days.
Hypertension,Chronic headaches with face flushing and anxiety about elevated pressure.
Varicose veins,Bulging blue purple veins on my calves with occasional cramping at night. I've been feeling this way for about 5 days. I've been more tired than usual.
Migraine,unilateral throbbing headache with nausea vomiting and phonophobia. it started 3 days ago and hasn't improved. my appetite has decreased. it's mild but persistent.
Cervical spondylosis,Stiff neck with grinding sensation and headaches starting from the back of head. I've been feeling this way for about 8 days.
Common Cold,i have a runny nose sneezing sore throat and mild cough. it's quite severe. i haven't been sleeping well because of this.
diabetes,unexplained weight loss with constant hunger tiredness and blurred vision. it's mild but persistent. i noticed this around 13 days back.
Typhoid,Fever that won't go down with poor appetite nausea and abdominal tenderness. it fluctuates throughout the day. I tried home remedies but nothing helps.
Dimorphic hemorrhoids(piles),Burning sensation with blood in stool and tender lumps near rectum.
Hypertension,Dizziness with ringing in ears and consistently high blood pressure. I've been feeling this way for about 6 days.
Common Cold,Runny nose sore throat and general feeling of being unwell. I noticed this around 7 days back. it's getting progressively worse.
diabetes,Fatigue with polydipsia polyuria and recurrent infections.
urinary tract infection,urgency to urinate with dysuria and suprapubic discomfort. this is the first time i've had this. i've been feeling this way for about 12 days. it comes and goes.
Fungal infection,Itchy flaky patches between my toes with cracking and redness. it's quite severe. My family member had similar symptoms.
Psoriasis,itchy dry patches on my torso with shedding skin flakes for weeks. this has been going on for 4 weeks now.
Hypertension,frequent dizziness headaches and shortness of breath on exertion. it fluctuates throughout the day. it started 9 days ago and hasn't improved.
Psoriasis,There are raised inflamed lesions on my skin covered with whitish scales. it's moderate in intensity. I noticed this around 8 days back.
Jaundice,Dark brown urine with jaundiced skin and tenderness below right ribs. the symptoms are worsening daily.
Arthritis,Bilateral joint swelling with tenderness and difficulty gripping objects. I haven't been sleeping well because of this. This has been going on for 9 weeks now.
Jaundice,My urine is very dark and skin looks yellowish with loss of appetite. the symptoms are worsening daily. This has been going on for 8 weeks now. My appetite has decreased.
drug reaction,Itchy raised welts with facial swelling following drug administration. the symptoms are worsening daily. This has been going on for 5 weeks now.
Pneumonia,difficulty breathing with productive cough fever and sharp chest pain. it comes and goes. i've been feeling this way for about 9 days. i haven't been sleeping well because of this.
Jaundice,Yellow discoloration of skin with itching and clay-colored stools. This has been going on for 2 weeks now. My family member had similar symptoms.
Arthritis,Bilateral joint swelling with tenderness and difficulty gripping objects.
Cervical spondylosis,Pain in my neck spreading to arms with occasional muscle weakness. This has been going on for 11 weeks now.
drug reaction,Red blotchy rash appeared hours after taking my new prescription. the symptoms are worsening daily. I noticed this around 3 days back.
Malaria,Fever spikes with violent shivering followed by drenching sweats. I've been feeling this way for about 1 days.
Psoriasis,Itchy dry patches on my torso with shedding skin flakes for weeks. It started 5 days ago and hasn't improved. the symptoms are worsening daily.
Chicken pox,clusters of blisters at different stages with extreme itchiness and tiredness. i noticed this around 5 days back. this is the first time i've had this.
Impetigo,spreading sores with yellow scabs on face that are mildly itchy. this is the first time i've had this. it fluctuates throughout the day. it started 4 days ago and hasn't improved.
Jaundice,Yellow discoloration of skin with itching and clay-colored stools. It started 6 days ago and hasn't improved. it's quite severe.
drug reaction,itchy raised welts with facial swelling following drug administration. i also feel generally unwell. it started 6 days ago and hasn't improved.
drug reaction,widespread rash with peeling skin and mouth ulcers from a drug. this has been going on for 4 weeks now. it fluctuates throughout the day.
Cervical spondylosis,Pain in my neck spreading to arms with occasional muscle weakness. it's getting progressively worse.
diabetes,Unexplained weight loss with constant hunger tiredness and blurred vision. it fluctuates throughout the day. My family member had similar symptoms. I noticed this around 4 days back.
Dimorphic hemorrhoids(piles),swollen painful hemorrhoids that protrude during straining. it's moderate in intensity. it's affecting my daily routine. it started 3 days ago and hasn't improved.
Chicken pox,Widespread itchy rash with blisters crusting over and new ones appearing. I've been feeling this way for about 3 days.
Bronchial Asthma,Episodes of difficulty breathing with audible wheeze triggered by allergens.
Hypertension,I have frequent headaches dizziness and my blood pressure readings are high. I had something similar years ago. This has been going on for 10 weeks now. it's getting progressively worse.
Malaria,periodic high temperature with headache and enlarged spleen area pain. this has been going on for 2 weeks now. i tried home remedies but nothing helps.
Dengue,severe fever with break-bone pain rash and swollen lymph nodes. i noticed this around 7 days back. i tried home remedies but nothing helps.
Bronchial Asthma,Chronic cough at night with wheezing and feeling of suffocation. I've been feeling this way for about 9 days. it's mild but persistent. My family member had similar symptoms.
diabetes,Unexplained weight loss with constant hunger tiredness and blurred vision. This has been going on for 7 weeks now.
Hypertension,Throbbing headache with visual disturbances and pounding heartbeat. My appetite has decreased. it's getting progressively worse. This has been going on for 2 weeks now.
Malaria,Recurring fever every two days with shaking chills and body aches. It started 2 days ago and hasn't improved.
Acne,hormonal breakouts along jawline with deep nodular lesions. the symptoms are worsening daily. i've been feeling this way for about 11 days.
peptic ulcer disease,Recurring gnawing abdominal pain with nausea and feeling of fullness. I've been more tired than usual. it fluctuates throughout the day.
Migraine,Pounding headache with extreme light sensitivity and need to lie in dark room. I've been feeling this way for about 11 days. it's quite severe. This is the first time I've had this.
Cervical spondylosis,neck pain and stiffness with pain radiating down to my shoulders and arms. this is the first time i've had this. this has been going on for 9 weeks now. it's mild but persistent.
Psoriasis,"I have red, scaly patches on my elbows and knees that are very itchy. it's mild but persistent. I noticed this around 3 days back."
Typhoid,persistent fever with body aches chills and no energy to do anything. it's quite severe. it started 7 days ago and hasn't improved.
Fungal infection,White patches on skin with flaking and itching especially after sweating. it fluctuates throughout the day.
Dengue,High fever for three days with extreme fatigue joint pain and nausea. it's moderate in intensity.
urinary tract infection,Pain during urination with strong smelling urine and pelvic pressure. I had something similar years ago.
diabetes,i'm always thirsty urinating frequently and losing weight despite eating well. my family member had similar symptoms.
Chicken pox,i have itchy red blisters all over my body with mild fever. it's affecting my daily routine.
Typhoid,High grade fever with headache lethargy and greenish loose stools. My family member had similar symptoms. It started 3 days ago and hasn't improved.
diabetes,constant fatigue with increased hunger frequent urination and blurry vision. i'm quite worried about it. it's getting progressively worse. this has been going on for 9 weeks now.
Malaria,fever spikes with violent shivering followed by drenching sweats. i noticed this around 13 days back. i'm quite worried about it. it's moderate in intensity.
Bronchial Asthma,My breathing gets worse with dust and cold air with chest tightness.
Chicken pox,My child has itchy vesicles on the trunk and face with low grade fever. I had something similar years ago. I've been feeling this way for about 2 days. the symptoms are worsening daily.
Fungal infection,itchy flaky patches between my toes with cracking and redness. i'm quite worried about it. i noticed this around 7 days back.
Dimorphic hemorrhoids(piles),Rectal bleeding with itchy swollen tissue around the anal area. I noticed this around 14 days back. This is the first time I've had this.
Fungal infection,Itchy moist area in skin folds with reddish discoloration. I had something similar years ago. it's getting progressively worse.
gastroesophageal reflux disease,Chest pain after meals with acid coming up into throat. I also feel generally unwell.
allergy,Allergic reaction with swollen lips itching and red blotchy skin. My family member had similar symptoms. I noticed this around 1 days back.
Migraine,One-sided head pain with zigzag visual patterns nausea and photophobia. I haven't been sleeping well because of this. it's getting progressively worse. I noticed this around 12 days back.
diabetes,Unexplained weight loss with constant hunger tiredness and blurred vision.
Arthritis,bilateral joint swelling with tenderness and difficulty gripping objects. it started 6 days ago and hasn't improved. my family member had similar symptoms.
Common Cold,nasal congestion watery eyes and occasional sneezing fits. i noticed this around 12 days back. i'm quite worried about it. it's moderate in intensity.
Psoriasis,My nails have become pitted and ridged and I have plaques on my arms. My appetite has decreased. I noticed this around 12 days back.
Dimorphic hemorrhoids(piles),Painful lumps near the anus that bleed when I strain during defecation. It started 7 days ago and hasn't improved. it's moderate in intensity.
Chicken pox,I have itchy red blisters all over my body with mild fever. I noticed this around 13 days back.
gastroesophageal reflux disease,frequent heartburn with belching bloating and chest discomfort. it started 10 days ago and hasn't improved.
Chicken pox,small fluid-filled blisters appeared on my chest face and back with itching. it's affecting my daily routine. it fluctuates throughout the day.
Psoriasis,my skin has thick silvery scales and dry cracked areas that sometimes bleed. i noticed this around 7 days back.
Arthritis,Joint pain and stiffness that gets worse with cold weather and inactivity. I haven't been sleeping well because of this.
Psoriasis,Burning sensation on scaly red patches near my hairline and behind ears. it's getting progressively worse. It started 1 days ago and hasn't improved.
Chicken pox,rash that started as red spots and turned into blisters spreading everywhere. it's moderate in intensity.
Arthritis,Joint pain and stiffness that gets worse with cold weather and inactivity. My family member had similar symptoms. It started 7 days ago and hasn't improved.
Arthritis,bilateral joint swelling with tenderness and difficulty gripping objects. i noticed this around 11 days back. i haven't been sleeping well because of this.
allergy,Sneezing fits with nasal congestion itchy eyes triggered by pollen. I had something similar years ago.
urinary tract infection,stinging pain when peeing with dark cloudy urine and back pain. it's affecting my daily routine. it's getting progressively worse. it started 6 days ago and hasn't improved.
Jaundice,Progressive yellowing of skin with itching fatigue and poor appetite. it's quite severe.
allergy,Nasal congestion with itchy watery eyes and scratchy throat from pet dander. I've been feeling this way for about 10 days. My family member had similar symptoms.
Dimorphic hemorrhoids(piles),pain during bowel movements with bright red blood and anal swelling. my family member had similar symptoms. i've been feeling this way for about 4 days.
peptic ulcer disease,Epigastric pain that wakes me up at night with acid reflux. I also feel generally unwell.
Dengue,i feel terrible with high fever body aches and a flat red rash appearing. it's getting progressively worse. i've been feeling this way for about 10 days.
gastroesophageal reflux disease,heartburn that gets worse when lying down with regurgitation of food. it started 7 days ago and hasn't improved. it's quite severe. i tried home remedies but nothing helps.
Cervical spondylosis,chronic neck pain with numbness and tingling in my fingers. it comes and goes. i haven't been sleeping well because of this.
urinary tract infection,stinging pain when peeing with dark cloudy urine and back pain. this has been going on for 5 weeks now. my family member had similar symptoms.
Impetigo,Spreading sores with yellow scabs on face that are mildly itchy. it's mild but persistent. I've been feeling this way for about 7 days.
Psoriasis,my nails have become pitted and ridged and i have plaques on my arms. it's quite severe. i noticed this around 3 days back. i haven't been sleeping well because of this.
Dengue,Acute fever headache myalgia and petechial rash on arms. It started 5 days ago and hasn't improved.
peptic ulcer disease,Burning abdominal pain with loss of appetite and unintentional weight loss. it's getting progressively worse. I haven't been sleeping well because of this.
Pneumonia,Sharp pain in chest when coughing high temperature and extreme fatigue. it's getting progressively worse. It started 9 days ago and hasn't improved. My family member had similar symptoms.
diabetes,Increased appetite with weight loss blurry vision and slow wound healing.
Common Cold,Runny nose sore throat and general feeling of being unwell. the symptoms are worsening daily. I've been more tired than usual.
Impetigo,Red sores on my face around nose and mouth that burst and form crusts. It started 11 days ago and hasn't improved. I've been more tired than usual.
Psoriasis,i've had persistent skin redness with flaky patches spreading on my scalp. i've been feeling this way for about 1 days. it's mild but persistent.
Hypertension,feeling of pressure in my head with fatigue and elevated bp readings. i noticed this around 14 days back. it comes and goes.
Migraine,One-sided head pain with zigzag visual patterns nausea and photophobia. This has been going on for 9 weeks now.
diabetes,constant fatigue with increased hunger frequent urination and blurry vision. i tried home remedies but nothing helps. it's moderate in intensity.
Common Cold,persistent sneezing with congestion and post-nasal drip. it's getting progressively worse.
Dimorphic hemorrhoids(piles),rectal bleeding with itchy swollen tissue around the anal area. it's mild but persistent. i've been feeling this way for about 5 days.
Malaria,Fever spikes with violent shivering followed by drenching sweats. I noticed this around 12 days back. it's moderate in intensity.
diabetes,unexplained weight loss with constant hunger tiredness and blurred vision. it comes and goes.
Hypertension,frequent dizziness headaches and shortness of breath on exertion. it's affecting my daily routine. it started 4 days ago and hasn't improved.
Psoriasis,burning sensation on scaly red patches near my hairline and behind ears. i haven't been sleeping well because of this.
gastroesophageal reflux disease,acid reflux causing burning throat especially after heavy meals.
diabetes,Frequent urination especially at night with unquenchable thirst. it comes and goes. I've been feeling this way for about 1 days. This is the first time I've had this.
Chicken pox,Rash that started as red spots and turned into blisters spreading everywhere. My appetite has decreased. it's moderate in intensity. I noticed this around 2 days back.
peptic ulcer disease,Epigastric pain that wakes me up at night with acid reflux. It started 2 days ago and hasn't improved.
peptic ulcer disease,Burning stomach pain that gets worse when hungry and better after eating. This has been going on for 10 weeks now. the symptoms are worsening daily.
drug reaction,i developed a rash and itching all over after starting a new medication. the symptoms are worsening daily. i've been feeling this way for about 8 days.
Arthritis,Aching joints with swelling and warmth especially in wrists and ankles. This has been going on for 2 weeks now. it's mild but persistent.
urinary tract infection,Pain during urination with strong smelling urine and pelvic pressure. This is the first time I've had this. I've been feeling this way for about 14 days.
allergy,I have watery eyes runny nose sneezing and itchy throat after exposure to dust. It started 2 days ago and hasn't improved.
diabetes,Unexplained weight loss with constant hunger tiredness and blurred vision. I'm quite worried about it. it fluctuates throughout the day.
drug reaction,hives and swelling with itching that started after medication change. i've been feeling this way for about 4 days. it's getting progressively worse.
Jaundice,Eyes are yellow with upper abdominal pain and general weakness. This has been going on for 1 weeks now. It's affecting my daily routine.
Acne,Red inflamed papules and pustules on cheeks with excess oil production. I noticed this around 11 days back.
Chicken pox,Rash that started as red spots and turned into blisters spreading everywhere. it's moderate in intensity. I noticed this around 3 days back. My family member had similar symptoms.
Hypertension,Feeling of pressure in my head with fatigue and elevated BP readings. it's getting progressively worse. This has been going on for 2 weeks now.
diabetes,Extreme thirst with frequent trips to bathroom and slow healing wounds. I noticed this around 10 days back. I tried home remedies but nothing helps.
Chicken pox,my child has itchy vesicles on the trunk and face with low grade fever. it comes and goes. it started 12 days ago and hasn't improved.
Jaundice,Dark brown urine with jaundiced skin and tenderness below right ribs. I also feel generally unwell.
Migraine,One-sided head pain with zigzag visual patterns nausea and photophobia. I've been more tired than usual.
gastroesophageal reflux disease,Acid reflux causing burning throat especially after heavy meals. It started 4 days ago and hasn't improved.
Malaria,fever spikes with violent shivering followed by drenching sweats. it's mild but persistent.
Malaria,recurring fever every two days with shaking chills and body aches. i've been feeling this way for about 14 days. it fluctuates throughout the day.
urinary tract infection,burning sensation when urinating with frequent urge to go and cloudy urine. it started 1 days ago and hasn't improved. it comes and goes. my appetite has decreased.
diabetes,Frequent urination especially at night with unquenchable thirst. I noticed this around 14 days back. I'm quite worried about it.
Chicken pox,small fluid-filled blisters appeared on my chest face and back with itching. this has been going on for 7 weeks now. the symptoms are worsening daily.
allergy,Sneezing fits with nasal congestion itchy eyes triggered by pollen. it's getting progressively worse. I noticed this around 10 days back. I've been more tired than usual.
gastroesophageal reflux disease,frequent heartburn with belching bloating and chest discomfort. it's quite severe.
Arthritis,Bilateral joint swelling with tenderness and difficulty gripping objects. It started 14 days ago and hasn't improved. I also feel generally unwell.
Typhoid,high temperature that keeps rising with abdominal discomfort and weakness. this is the first time i've had this. it comes and goes.
Impetigo,My child has honey-colored crusty sores spreading on the face and hands. It started 13 days ago and hasn't improved. I've been more tired than usual. it's quite severe.
allergy,Skin rash with hives itching and swelling after eating certain foods. I noticed this around 13 days back. I'm quite worried about it.
Malaria,Periodic high temperature with headache and enlarged spleen area pain. I've been feeling this way for about 3 days.
Typhoid,Week-long fever with coated tongue muscle pain and general malaise. It started 3 days ago and hasn't improved.
Pneumonia,Difficulty breathing with productive cough fever and sharp chest pain. I've been feeling this way for about 10 days. I haven't been sleeping well because of this.
Pneumonia,Difficulty breathing with productive cough fever and sharp chest pain. It started 3 days ago and hasn't improved.
Bronchial Asthma,tight chest with shortness of breath and whistling sound when exhaling. the symptoms are worsening daily. this has been going on for 9 weeks now.
Acne,My skin has cystic lesions and comedones mainly on forehead and nose. I noticed this around 9 days back.
drug reaction,Hives and swelling with itching that started after medication change. the symptoms are worsening daily.
urinary tract infection,constant urge to urinate with burning sensation and mild fever. it's quite severe. it started 10 days ago and hasn't improved.
Hypertension,i have frequent headaches dizziness and my blood pressure readings are high. i noticed this around 9 days back. i'm quite worried about it. it fluctuates throughout the day.
Typhoid,week-long fever with coated tongue muscle pain and general malaise. i noticed this around 7 days back. i tried home remedies but nothing helps. it fluctuates throughout the day.
Varicose veins,i have throbbing pain in my legs with spider veins spreading on my shins.
Chicken pox,fever followed by intensely itchy rash with small blisters all over body. it comes and goes. i'm quite worried about it. it started 5 days ago and hasn't improved.
Pneumonia,Difficulty breathing with productive cough fever and sharp chest pain. it comes and goes. I've been feeling this way for about 8 days.
diabetes,i'm always thirsty urinating frequently and losing weight despite eating well. i also feel generally unwell. this has been going on for 13 weeks now.
Impetigo,Small blisters that break open and weep fluid forming thick crusts. It started 8 days ago and hasn't improved. I had something similar years ago. it's mild but persistent.
peptic ulcer disease,Burning pain between meals with bloating belching and poor appetite. It started 8 days ago and hasn't improved. it's getting progressively worse.
Hypertension,my doctor said my blood pressure is very high and i get headaches daily. this has been going on for 7 weeks now. it's mild but persistent.
drug reaction,red blotchy rash appeared hours after taking my new prescription. this has been going on for 7 weeks now.
Impetigo,red painful sores that became crusty and are spreading to other areas. the symptoms are worsening daily. it started 4 days ago and hasn't improved.
Psoriasis,I've had persistent skin redness with flaky patches spreading on my scalp. This has been going on for 3 weeks now. I've been more tired than usual.
Chicken pox,My child has itchy vesicles on the trunk and face with low grade fever. it fluctuates throughout the day. It started 3 days ago and hasn't improved.
Psoriasis,My nails have become pitted and ridged and I have plaques on my arms. My appetite has decreased. It started 14 days ago and hasn't improved.
Dimorphic hemorrhoids(piles),Burning sensation with blood in stool and tender lumps near rectum. it fluctuates throughout the day.
Hypertension,persistent headaches with occasional nosebleeds and blurred vision. this has been going on for 12 weeks now. it's moderate in intensity.
Dengue,Acute fever headache myalgia and petechial rash on arms. I've been feeling this way for about 1 days.
Fungal infection,Ring-shaped rash on my groin area with burning and peeling skin. I noticed this around 10 days back. the symptoms are worsening daily.
Malaria,Periodic high temperature with headache and enlarged spleen area pain. it fluctuates throughout the day.
gastroesophageal reflux disease,Burning sensation in my chest after eating with acid taste in mouth. This has been going on for 4 weeks now. it's mild but persistent.
Malaria,Cyclical fever pattern with intense chills sweating and weakness. it's mild but persistent. I'm quite worried about it. This has been going on for 5 weeks now.
Acne,frequent breakouts with inflamed pimples and oily skin on my face. this has been going on for 11 weeks now. it's mild but persistent. i also feel generally unwell.
Bronchial Asthma,My breathing gets worse with dust and cold air with chest tightness.
peptic ulcer disease,upper stomach pain worse on empty stomach with dark tarry stools. i noticed this around 11 days back. it's mild but persistent.
gastroesophageal reflux disease,Acid reflux causing burning throat especially after heavy meals. the symptoms are worsening daily.
peptic ulcer disease,Epigastric pain that wakes me up at night with acid reflux. It started 10 days ago and hasn't improved. This is the first time I've had this.
Dengue,Acute fever headache myalgia and petechial rash on arms. I'm quite worried about it. It started 10 days ago and hasn't improved. it comes and goes.
Bronchial Asthma,i have wheezing and difficulty breathing especially at night and during exercise. it comes and goes. my appetite has decreased.
Dengue,Fever with intense joint pain nausea vomiting and fatigue.
allergy,sneezing fits with nasal congestion itchy eyes triggered by pollen. my family member had similar symptoms. this has been going on for 10 weeks now.
Pneumonia,Chest tightness with painful breathing rapid heartbeat and cough with phlegm. It started 5 days ago and hasn't improved. it's moderate in intensity.
Chicken pox,Rash that started as red spots and turned into blisters spreading everywhere. it's getting progressively worse. I had something similar years ago. I noticed this around 4 days back.
urinary tract infection,Constant urge to urinate with burning sensation and mild fever. the symptoms are worsening daily.
Dimorphic hemorrhoids(piles),Itching and discomfort around the rectum with blood on toilet paper. My appetite has decreased. it comes and goes.
allergy,seasonal symptoms with runny nose itchy eyes and constant sneezing. it started 14 days ago and hasn't improved. it comes and goes.
allergy,Seasonal symptoms with runny nose itchy eyes and constant sneezing. I've been feeling this way for about 10 days.
Cervical spondylosis,Neck pain with dizziness and radiating arm pain with numbness. This has been going on for 2 weeks now. it fluctuates throughout the day.
Bronchial Asthma,shortness of breath with chest constriction and persistent dry cough. it's quite severe. i noticed this around 11 days back.
diabetes,constant fatigue with increased hunger frequent urination and blurry vision. this is the first time i've had this. it started 2 days ago and hasn't improved.
peptic ulcer disease,upper stomach pain worse on empty stomach with dark tarry stools. it comes and goes.
Acne,i have pimples and blackheads on my face chin and forehead. the symptoms are worsening daily. i've been feeling this way for about 6 days.
Bronchial Asthma,Episodes of difficulty breathing with audible wheeze triggered by allergens. I've been more tired than usual. This has been going on for 10 weeks now.
urinary tract infection,Urgency to urinate with dysuria and suprapubic discomfort. This is the first time I've had this.
urinary tract infection,pain during urination with strong smelling urine and pelvic pressure. i've been feeling this way for about 12 days. it fluctuates throughout the day.
Dimorphic hemorrhoids(piles),swollen painful hemorrhoids that protrude during straining. it fluctuates throughout the day. my appetite has decreased. it started 1 days ago and hasn't improved.
Jaundice,yellowish tint to skin and whites of eyes with nausea and fatigue. my appetite has decreased. it's moderate in intensity. i've been feeling this way for about 13 days.
Migraine,One-sided head pain with zigzag visual patterns nausea and photophobia. I noticed this around 6 days back. I've been more tired than usual.
drug reaction,Fever and skin rash with joint pain after starting new medicine. it's mild but persistent.
Typhoid,fever that won't go down with poor appetite nausea and abdominal tenderness. i also feel generally unwell. i noticed this around 8 days back.
Typhoid,Fever that won't go down with poor appetite nausea and abdominal tenderness. it's mild but persistent. I've been feeling this way for about 10 days.
diabetes,frequent urination especially at night with unquenchable thirst. it's moderate in intensity. it started 5 days ago and hasn't improved. my appetite has decreased.
allergy,i have watery eyes runny nose sneezing and itchy throat after exposure to dust. it's mild but persistent. this has been going on for 7 weeks now. i haven't been sleeping well because of this.
Fungal infection,my feet have peeling itchy skin between the toes with a bad smell. i've been feeling this way for about 13 days. it's getting progressively worse.
Pneumonia,sharp pain in chest when coughing high temperature and extreme fatigue. this has been going on for 1 weeks now. i tried home remedies but nothing helps. it's getting progressively worse.
urinary tract infection,burning urination with blood in urine and lower abdominal pain. i noticed this around 2 days back.
allergy,Sneezing fits with nasal congestion itchy eyes triggered by pollen. I haven't been sleeping well because of this. I've been feeling this way for about 1 days. it's mild but persistent.
peptic ulcer disease,Gnawing pain in upper abdomen with bloating nausea and vomiting. I've been more tired than usual. I noticed this around 10 days back. the symptoms are worsening daily.
Hypertension,Throbbing headache with visual disturbances and pounding heartbeat.
Dimorphic hemorrhoids(piles),Swollen painful hemorrhoids that protrude during straining. I noticed this around 14 days back.
Chicken pox,Red bumps that turned into tiny blisters with clear fluid and mild fever.
Bronchial Asthma,Chronic cough at night with wheezing and feeling of suffocation. I noticed this around 9 days back.
Typhoid,i have sustained high fever for over a week with severe headache and fatigue. i'm quite worried about it.
Cervical spondylosis,Chronic neck pain worse in the morning with shoulder blade discomfort. It started 9 days ago and hasn't improved. it comes and goes. I tried home remedies but nothing helps.
allergy,Sneezing fits with nasal congestion itchy eyes triggered by pollen. This has been going on for 2 weeks now. This is the first time I've had this.
Chicken pox,Small fluid-filled blisters appeared on my chest face and back with itching. it's mild but persistent. I've been feeling this way for about 12 days.
Malaria,Recurring fever every two days with shaking chills and body aches. I've been more tired than usual. it's getting progressively worse.
Dengue,very high fever with severe headache pain behind the eyes and joint pain. this has been going on for 5 weeks now. it's affecting my daily routine.
Dengue,sudden high fever with muscle aches bone pain and skin rash. it started 6 days ago and hasn't improved. it comes and goes.
drug reaction,Allergic skin reaction with blistering after taking painkillers. It started 7 days ago and hasn't improved.
Pneumonia,chest tightness with painful breathing rapid heartbeat and cough with phlegm. i noticed this around 3 days back. my appetite has decreased.
Typhoid,i have sustained high fever for over a week with severe headache and fatigue. i've been feeling this way for about 10 days. it's mild but persistent.
Impetigo,Itchy red sores with golden crusts on the skin around my nose. I had something similar years ago. it's quite severe. It started 11 days ago and hasn't improved.
Jaundice,Yellowish tint to skin and whites of eyes with nausea and fatigue.
Impetigo,small blisters that break open and weep fluid forming thick crusts. this is the first time i've had this. i noticed this around 7 days back.
peptic ulcer disease,Burning stomach pain that gets worse when hungry and better after eating. I haven't been sleeping well because of this. It started 4 days ago and hasn't improved.
Common Cold,sneezing frequently with nasal congestion and slight body aches. it's getting progressively worse.
Malaria,Periodic high temperature with headache and enlarged spleen area pain. I noticed this around 7 days back. it comes and goes.
Impetigo,blisters that ooze and form yellowish brown scabs near the mouth. it comes and goes. i noticed this around 3 days back. this is the first time i've had this.
Bronchial Asthma,Tight chest with shortness of breath and whistling sound when exhaling. I noticed this around 7 days back. I haven't been sleeping well because of this.
Psoriasis,my skin has thick silvery scales and dry cracked areas that sometimes bleed. i noticed this around 3 days back. the symptoms are worsening daily. i haven't been sleeping well because of this.
Typhoid,fever that won't go down with poor appetite nausea and abdominal tenderness. i tried home remedies but nothing helps. this has been going on for 12 weeks now. the symptoms are worsening daily.
Hypertension,dizziness with ringing in ears and consistently high blood pressure. my appetite has decreased. i've been feeling this way for about 13 days. it's moderate in intensity.
allergy,i have watery eyes runny nose sneezing and itchy throat after exposure to dust. it's moderate in intensity. i tried home remedies but nothing helps.
drug reaction,Skin eruption with fever and swollen lymph nodes after taking antibiotics. it's mild but persistent. It started 3 days ago and hasn't improved.
Pneumonia,severe cough with greenish phlegm high fever and chest pain when breathing. i also feel generally unwell.
Hypertension,Persistent headaches with occasional nosebleeds and blurred vision. This has been going on for 13 weeks now.
